id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
103875,Design house-city centre-private parking,541315,Arthur,Wijk 28 Centrum,Zuidwal,52.07453,4.31669,Entire home/apt,125,4,20,2021-11-12,0.13,3,1,0,0518B3A6F34367DC62EA
378711,ruime studio w.private kitchen/bath near beach.,1902132,Karen,Wijk 03 Westbroekpark en Duttendel,Duttendel,52.10673,4.30498,Private room,105,4,28,2024-08-13,0.40,2,268,3,0518 8B36 A437 A071 6DE3
450807,Zen in the City Privat Cosy XL APP,2238496,Saskia,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.08399,4.33062,Entire home/apt,129,10,129,2024-08-31,0.84,1,344,2,0518 2B37 5D9E E68B 7E90
492615,Cute Room in  Den Haag Centrum,1003354,Paul,Wijk 29 Schildersbuurt,Schildersbuurt-West,52.07198,4.29595,Private room,43,2,445,2024-12-22,2.92,2,228,59,05188F255B48V7D7EF83
523633,Amazing Apartment on 39th floor 771,300966,Elwin,Wijk 38 Laakkwartier en Spoorwijk,Laakhaven-Oost,52.07067,4.32568,Entire home/apt,241,1,428,2024-12-07,2.81,20,356,18,Exempt
628445,Amazing Apartment on 39th floor 773,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07055,4.32493,Entire home/apt,,1,268,2024-10-06,1.79,20,345,5,Exempt
635931,Amazing Apartment on 39th floor 772,300966,Elwin,Wijk 27 Stationsbuurt,Rivierenbuurt-Zuid,52.07221,4.32558,Entire home/apt,236,1,160,2024-12-06,1.07,20,361,11,Exempt
635974,Amazing Apartment on 39th floor 774,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,212,1,243,2024-11-03,1.63,20,355,12,Exempt
641820,"B&B The Hague, Own floor, Shared front door",3206829,Coco,Wijk 04 Benoordenhout,Duinzigt,52.10292,4.32035,Entire home/apt,76,2,274,2024-11-24,1.96,1,334,16,0518 39C4 1D10 992B 8F94
730922,Second Cute Room Den Haag Centrum,1003354,Paul,Wijk 29 Schildersbuurt,Schildersbuurt-West,52.07198,4.29595,Private room,42,2,320,2024-12-14,2.29,2,241,34,0518 8F25 5B48 C7D7 EF83
774806,Very QUIET apartment between centre & beach,4069743,James,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.07854,4.28127,Entire home/apt,223,2,74,2024-11-03,0.58,1,210,4,0518 746B 667E 1E1A F580
800960,Amazing Apartment on 38th floor 767,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07024,4.32551,Entire home/apt,228,1,193,2024-11-24,1.32,20,357,10,Exempt
819029,TOP Studio Apartment | City Centre-Private Parking,541315,Arthur,Wijk 28 Centrum,Zuidwal,52.07425,4.31658,Entire home/apt,,2,56,2024-11-04,0.41,3,283,7,0518 FFC0 E3D5 3FC5 005F
857470,Amazing Apartment on 38th floor 769,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07169,4.3254,Entire home/apt,254,1,175,2024-04-21,1.20,20,359,1,Exempt
867183,Cozy Coach House -TOP location- Beach & City!,4558657,Louise,Wijk 09 Geuzen- en Statenkwartier,Statenkwartier,52.09847,4.28122,Entire home/apt,164,3,35,2024-08-29,0.33,1,125,5,Exempt
901609,"Artistic loft in the center, parking, bikes.",4817186,Yolande,Wijk 28 Centrum,Kortenbos,52.07683,4.30513,Entire home/apt,,4,329,2024-09-23,2.35,1,0,43,0518 4400 8D84 9B73 CB39
1082476,Comfortable rooms in the Hague,5537414,Ingrid,Wijk 12 Bomen- en Bloemenbuurt,Bloemenbuurt-Oost,52.07661,4.26267,Private room,39,2,42,2024-09-20,0.30,1,9,4,05184C04D31D7B8038E8
1229850,Amazing SkyStudio on 30th floor 735,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,180,1,388,2024-11-11,2.76,20,353,28,Exempt
1237312,Amazing SkyStudio on 30th floor 736,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,205,1,179,2024-08-31,1.28,20,363,5,Exempt
1237332,Amazing SkyStudio on 30th floor 738,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,167,1,470,2024-12-15,3.35,20,341,57,Exempt
1237340,Amazing SkyStudio on 30th floor 733,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07197,4.32437,Entire home/apt,178,1,462,2024-11-02,3.29,20,357,14,Exempt
1260071,Beach&City B&B Shortstay,6839100,Karen,Wijk 13 Vogelwijk,Vogelwijk,52.08302,4.26108,Entire home/apt,82,3,113,2024-11-03,0.82,1,307,20,0518 1720 1BCD 394C F7E8
1421301,Trendy house near beach & center,7651238,Yvonne,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.07858,4.2928,Entire home/apt,200,6,15,2021-08-07,0.12,1,0,0,0518 7623 4E0A AA1D 34F6
1493624,Guestroom,192354,Karel,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08489,4.29831,Private room,30,1,172,2022-09-30,1.24,1,1,0,0518 EF36 38BE BCBB 3DE3
1497896,Lovely family home near the beach the Hague,2361679,Fiona,Wijk 19 Vruchtenbuurt,Eykenduinen,52.0659,4.25495,Entire home/apt,150,5,28,2024-09-06,0.22,1,44,4,0518 7C61 704E 9866 48E8
1501251,Nette 2 - of 3 persoons kamer bij strand,7518101,Amelia,Wijk 02 Belgisch Park,Belgisch Park,52.11244,4.28559,Private room,110,1,149,2024-10-19,1.18,7,314,12,Exempt
1720337,Spacious Unique Beach House with Green Garden,8665880,Vincenzo,Wijk 02 Belgisch Park,Belgisch Park,52.11213,4.28627,Entire home/apt,,7,0,,,1,0,0,0518 E65A 9EAC CD74 D23D
1842203,Appartement 4 pers ground floor and parkingcard,8860750,Anita,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10941,4.27899,Entire home/apt,116,6,195,2024-10-05,1.52,1,260,9,051811327CC66FCDFE9D
1858616,2-room apartment on the 1st (2nd in English),7128899,Tom,Wijk 04 Benoordenhout,Nassaubuurt,52.08785,4.31818,Entire home/apt,66,3,209,2024-11-27,1.54,1,198,28,0518 2617 C462 E426 8235
1917849,"Room B: Nice room near Beach, with balcony",7518101,Amelia,Wijk 02 Belgisch Park,Belgisch Park,52.11248,4.28573,Private room,110,1,55,2024-11-10,0.52,7,303,3,Exempt
1956981,Amazing SkyStudio on 30th floor 737,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,196,1,538,2024-11-30,4.00,20,342,35,Exempt
2008100,Great family house very close to sea & dunes,7582390,Bas,Wijk 13 Vogelwijk,Vogelwijk,52.07366,4.24111,Entire home/apt,195,7,11,2020-01-04,0.13,1,85,0,0518 6E32 C78D 414A 50BC
2035974,Mooie Kamer 100m van het Strand,7518101,Amelia,Wijk 02 Belgisch Park,Belgisch Park,52.11248,4.28573,Private room,110,1,195,2024-06-28,1.50,7,321,1,Exempt
2035975,Room E: Room near Beach & Kurhaus with balcony,7518101,Amelia,Wijk 02 Belgisch Park,Belgisch Park,52.11248,4.28573,Private room,110,1,109,2023-06-08,0.83,7,325,0,Exempt
2035980,B&B for Groups near Beach & Kurhaus,7518101,Amelia,Wijk 02 Belgisch Park,Belgisch Park,52.11248,4.28573,Private room,,1,135,2024-05-21,1.04,7,263,1,Exempt
2039991,Top floor loft with kitchen,7104766,Saskia,Wijk 04 Benoordenhout,Nassaubuurt,52.08966,4.31358,Entire home/apt,82,5,290,2024-09-13,2.17,1,33,7,0518 7B55 EBE1 D7F3 D5C1
2047796,Peaceful  House near the Sea,10497969,Mariette,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.07581,4.28315,Entire home/apt,,7,7,2024-07-30,0.06,1,0,1,0518 B915 5552 0B97 45C9
2440807,Family house nearby beach with private parking,1584126,Hilde,Wijk 02 Belgisch Park,Belgisch Park,52.11476,4.28865,Entire home/apt,,5,10,2024-08-09,0.15,1,0,2,0518 FFCA 1DF7 BF12 7EF5
2520108,A modern & great apartment + garden,9996430,Soeres,Wijk 20 Valkenboskwartier,Valkenboskwartier,52.07559,4.27779,Entire home/apt,91,2,116,2019-12-27,0.90,1,91,0,0518 ADFD C470 6563 B8EA
2576925,Apartment Pauw57 Statenkwartier Scheveningen,13194637,Greta & Ruud,Wijk 09 Geuzen- en Statenkwartier,Statenkwartier,52.08904,4.27867,Entire home/apt,75,5,73,2024-07-08,0.57,1,0,1,0518 97F9 05E6 7F1C 12C4
2651566,Cool Architect. H-villa bij strand en city w. pool,1902132,Karen,Wijk 03 Westbroekpark en Duttendel,Duttendel,52.10637,4.30439,Entire home/apt,350,4,0,,,2,358,0,0518 8B36 A437 A071 6DE3
2652476,Best Beach House Scheveningen!,13576919,Shanti,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10852,4.27482,Entire home/apt,168,3,15,2024-10-06,0.12,1,185,6,0518516382DC427CBD74
2718890,Amazing SkyStudio on 29th floor 728,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,178,1,139,2024-08-24,1.07,20,358,6,Exempt
2784092,Lovely home in Scheveningen Beach,14240933,Rick En Nanet,Wijk 02 Belgisch Park,Belgisch Park,52.11293,4.2887,Entire home/apt,150,7,18,2024-07-26,0.16,1,25,1,05186AC80B29D0ACC6EE
3152750,spacious house near city/beach,14083026,Marleen,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.0772,4.28102,Entire home/apt,189,7,25,2024-08-06,0.21,1,0,3,0518 066C 1E73 B350 5968
3212219,Perfect family house near the beach,4710716,Pieteke,Wijk 04 Benoordenhout,Waalsdorp,52.09997,4.3137,Entire home/apt,250,5,12,2024-09-04,0.18,1,357,4,0518 559D B7B2 FAA8 6F0B
3364927,Amazing SkyStudio on 29th floor 732,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,164,1,119,2024-11-02,0.93,20,292,7,Exempt
3433492,Family house 2 km to beach + city centre (w sauna),17303870,Jos,Wijk 11 Duinoord,Stadhoudersplantsoen,52.0857,4.28092,Entire home/apt,,6,32,2024-07-27,0.25,1,2,2,0518 86AD 0607 CC2B 441D
3486922,Charming housing for solo traveler,17005081,Emma,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.07974,4.27872,Entire home/apt,40,5,66,2024-08-17,0.52,1,203,4,0518 A9A0 1700 9351 6114
3691504,Beautiful vintage guesthouse,16843059,Albert,Wijk 02 Belgisch Park,Belgisch Park,52.10904,4.29164,Entire home/apt,175,2,113,2024-09-01,0.89,1,225,11,0518 7B29 AA1C 042D 4EFD
3736215,Comfort at Sea,17994529,Maasod,Wijk 07 Scheveningen,Visserijbuurt,52.10389,4.27634,Private room,69,2,129,2024-11-30,1.02,1,52,23,0518 7DEF DBFC 681E 4BB9
3874587,Peaceful room with big balcony in city centre,10076415,Oksana,Wijk 28 Centrum,Kortenbos,52.07881,4.30419,Private room,70,1,189,2024-10-20,1.61,3,365,15,0518 D5ED 6A83 4598 14E6
3885792,"Enjoy The Hague , based on this big house (4p)",11897813,Christina,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.08464,4.33696,Entire home/apt,325,2,25,2023-09-03,0.20,2,239,0,0518 A942 63FF E789 F234
3895754,Cosy familiy house near the sea,11448851,Mathijs,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10891,4.2797,Entire home/apt,210,7,2,2024-08-02,0.39,1,262,2,0518 8CE0 2F45 F75E 4DAC
4070966,Great seaside-style apartment!,8910686,Geert-Jan,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10643,4.27534,Entire home/apt,175,3,81,2024-09-13,0.65,1,43,15,0518 C377 DA2B 69EA 6EC8
4201448,Luxury appartment City Center (New pictures soon),13788134,Alexander,Wijk 28 Centrum,Uilebomen,52.07632,4.32175,Entire home/apt,129,7,20,2024-01-02,0.18,1,358,1,0518 5004 3CB3 C10E 4812
4246416,Spacious house in central Den Haag,22035217,Lisa,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08109,4.29464,Entire home/apt,,6,32,2023-06-20,0.32,1,0,0,0518 38DD F99C 4CEF 1DFE
4321442,TheHagueMansion City&Beach Room A,22435655,Mirjam & Nico,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.07917,4.2769,Private room,84,1,159,2024-11-10,1.28,1,320,21,0518 18D6 E8D9 8211 84F7
4349954,Beautiful apartment near the beach,13483532,Lisette,Wijk 18 Waldeck,Waldeck-Noord,52.05826,4.22963,Entire home/apt,,3,58,2023-12-10,0.49,1,0,0,0518 430F B714 37D8 509C
4666096,Bungalow in de prachtige Haagse duinen!,24141076,Noah,Wijk 15 Kijkduin en Ockenburgh,Ockenburgh,52.058102,4.211877,Entire home/apt,,2,3,2021-09-21,0.07,1,0,0,Exempt
4775830,Great family house (500m from beach),24630882,Thomas,Wijk 02 Belgisch Park,Belgisch Park,52.111191,4.287667,Entire home/apt,,3,3,2023-07-21,0.10,1,0,0,0518 D4FF D868 2D9B DCC0
4808721,2 bedrooms in family house near the beach,24766559,Danielle,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10913,4.27614,Entire home/apt,,7,163,2023-07-24,1.34,1,0,0,0518 7154 70A0 EEAC E733
4930287,Private BnB room with free parking,761851,Maria Del Carmen,Wijk 26 Bezuidenhout,Bezuidenhout-West,52.07938,4.32611,Private room,103,2,26,2024-12-14,0.22,1,326,25,0518 F8D7 6FE3 9CBC 4B0A
5156693,*new re-styled* Spacious beach apartment 100m2,9648594,Jasper,Wijk 07 Scheveningen,Oud Scheveningen,52.10487,4.27277,Entire home/apt,210,6,39,2023-06-24,0.33,1,113,0,0518 2B6E EB8F DCD1 DFF7
5217344,Spacious studio in prime location,12031544,Martin,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08223,4.29976,Entire home/apt,95,2,251,2024-11-30,2.12,1,139,16,0518 EEAC 65BF AD64 9D50
5254112,ontdek den haag en het strand,10690277,Mirjam,Wijk 39 Binckhorst,Binckhorst,52.06548,4.34932,Private room,45,7,58,2024-12-19,0.51,1,297,18,
5260600,for a lovely stay in Den Haag,26098224,Ebs,Wijk 20 Valkenboskwartier,Valkenboskwartier,52.07171,4.27501,Private room,106,2,66,2024-06-03,0.58,1,351,1,0518F8C592D9693E69AC
5267799,Top floor 2-storey apartment-contactless,3356078,Christien,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.08318,4.28482,Entire home/apt,,3,6,2022-09-17,0.17,1,0,0,0518 F13A 7674 22E0 5557
5432192,Nice room 20 mins walk to the beach,28177276,Sitla,Wijk 09 Geuzen- en Statenkwartier,Statenkwartier,52.0951,4.28015,Private room,,2,147,2023-10-03,1.26,1,357,0,0518 59BC 2B20 F6AC 8565
5600830,Amazing SkyStudio on 30th floor 734,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,180,1,215,2024-12-09,1.82,20,357,12,Exempt
5887183,Great City Appartment with Garden,12697876,Anita,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.08141,4.3406,Entire home/apt,196,5,44,2024-06-08,0.40,1,79,2,0518 89A0 22B8 BCC4 2E3A
5934954,Waanzinnig uitzicht over zee!!!,30817406,Niels,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10842,4.27438,Entire home/apt,177,3,134,2024-11-03,1.15,1,170,14,Exempt
6109720,Amazing SkyStudio on 29th floor 729,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.0714847,4.3245866,Entire home/apt,180,1,103,2024-09-19,0.88,20,363,7,Exempt
6217039,Amazing SkyStudio on 29th floor 727,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07137,4.32465,Entire home/apt,243,1,81,2024-10-22,0.71,20,322,2,Exempt
6242747,Familyhouse with garden&parking nearby the beach!,32406842,Wietske,Wijk 02 Belgisch Park,Belgisch Park,52.11407,4.28872,Entire home/apt,,4,21,2024-08-14,0.18,1,1,2,05186C44B19334FC361A
6255393,Cosy studio close to beach & center,32494837,Sonja & Stef,Wijk 12 Bomen- en Bloemenbuurt,Bomenbuurt,52.0788,4.27063,Entire home/apt,59,1,848,2024-10-18,7.25,1,125,56,Exempt
6273534,"The Hague, private apt. near beach also short stay",4351060,Nathalie,Wijk 07 Scheveningen,Oud Scheveningen,52.10193,4.27617,Entire home/apt,252,2,139,2024-11-03,1.48,1,3,33,0518 AA25 EB49 504A 7F8C
6342172,Holiday beach house Scheveningen,33029414,Kasper,Wijk 08 Duindorp,Duindorp,52.0903,4.25667,Entire home/apt,110,10,18,2023-07-21,0.15,2,50,0,0518 7B92 E2D8 98A9 1B60
6406938,Luxury apartment with stunning view,29953114,Sven,Wijk 28 Centrum,Kortenbos,52.07666,4.29927,Entire home/apt,282,4,40,2023-04-30,0.34,1,88,0,0518 C9F3 396E 5DD9 0DFA
6580603,Amazing Apartment on 38th floor 768,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07227,4.32367,Entire home/apt,234,1,57,2024-05-31,0.50,20,354,3,Exempt
6797153,Apartment Chambres d'amis,14576651,Giancarlo,Wijk 27 Stationsbuurt,Huygenspark,52.07256,4.31687,Entire home/apt,160,7,120,2024-08-31,1.04,1,134,15,0518 3A2C 2BBA D8D4 4126
6932891,Nice 19th century ground floor apartment,14901491,Sijbren,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.07972,4.29061,Entire home/apt,,2,14,2018-08-19,0.14,1,0,0,0518 96C6 6F44 AD22 4E9B
6952674,Children friendly apartment close to the beach,14457664,Justin,Wijk 13 Vogelwijk,Vogelwijk,52.08555,4.26646,Entire home/apt,,5,25,2024-08-12,0.22,1,0,4,0518 4F70 8C03 BDAA 9AA7
6959621,Family house WITH CAT,35704670,Lara,Wijk 07 Scheveningen,Vissershaven,52.10176,4.27291,Entire home/apt,280,6,1,2024-08-13,0.22,1,362,1,0518 00D8 6B65 6D21 4DCB
7085599,Nice cottage at the beach,37072285,Jose,Wijk 12 Bomen- en Bloemenbuurt,Bloemenbuurt-Oost,52.07834,4.26558,Entire home/apt,,7,21,2024-05-25,0.18,1,0,1,0518 F312 D186 E6DO 7327
7191609,Big Room incl. roof terrace,22780430,Guido,Wijk 12 Bomen- en Bloemenbuurt,Bomenbuurt,52.07826,4.27443,Private room,43,14,40,2024-11-23,0.35,1,113,6,0518 B15D 4C4B AB63 7405
7606230,Bizstay Harbour 16B,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.09629,4.26484,Entire home/apt,80000,1,7,2023-08-30,0.21,65,359,0,Exempt
7606330,BizStay Harbour 22,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.09657,4.26492,Entire home/apt,80000,1,2,2022-09-19,0.02,65,332,0,Exempt
7606455,BizStay Harbour 22B,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.09729,4.26466,Entire home/apt,80000,1,10,2024-10-20,0.33,65,325,5,Exempt
7606578,BizStay Harbour 22C,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.09648,4.26567,Entire home/apt,80000,1,15,2024-05-26,0.28,65,305,3,Exempt
7606649,BizStay Harbour 24A,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.09698,4.26503,Entire home/apt,80000,1,3,2022-10-03,0.09,65,341,0,Exempt
7606761,Bizstay Harbour 36,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.09807,4.26633,Entire home/apt,80000,1,5,2023-04-10,0.05,65,289,0,Exempt
7606844,BizStay Harbour 32C Penthouse,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.097,4.2664,Entire home/apt,80000,1,18,2024-10-28,0.20,65,279,6,Exempt
7657020,Spacious Apartment near the centre & beach,40186932,Viktor,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08059,4.2953,Entire home/apt,,3,66,2024-07-17,0.58,1,0,1,0518 18ED E44A 1F1A 50DF
7668314,Spacious familyhouse incl. garden near sea/center,13494819,Karlien,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.08266,4.28234,Entire home/apt,,4,18,2024-08-06,0.20,1,0,3,0518 8FAC B425 C5D7 F913
7702138,Top Floor Town House Apartment,27306248,Mireille,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.08448,4.28578,Entire home/apt,,2,45,2023-02-05,0.68,1,0,0,0518 69E0 7049 0F69 BB32
8038739,spacious city apartment at the Canals of The hague,17240425,Elwine,Wijk 23 Willemspark,Willemspark,52.08546,4.3148,Entire home/apt,250,30,80,2024-04-30,0.73,2,341,1,0518 6FD0 6B18 91CF 4F42
8112353,Schevenings vissershuisje - 57,42836334,Auke,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10815,4.27364,Entire home/apt,263,1,85,2024-04-17,0.86,2,89,1,Exempt
8114375,Fisherman's house in Scheveningen,42836334,Auke,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10765,4.27456,Entire home/apt,,7,101,2024-07-24,0.92,2,0,1,Exempt
8203608,Fully equipped flat near the beach of The Hague!,42401683,Linda,Wijk 19 Vruchtenbuurt,Vruchtenbuurt,52.06594,4.25436,Entire home/apt,135,2,211,2024-11-24,1.88,1,120,10,0518 DDF9 1669 EF63 B60F
8296761,Ruim en gezellig familiehuis,12172539,Charlotte,Wijk 02 Belgisch Park,Belgisch Park,52.110109906385986,4.291375965081801,Entire home/apt,,7,0,,,1,0,0,
8344344,Great room | excellent neighborhood | centre,2907660,Ellen,Wijk 04 Benoordenhout,Arendsdorp,52.09114,4.31462,Private room,,2,253,2024-08-11,2.24,1,0,16,0518 AF53 B8D3 1B36 BAD5
8374175,Beautiful family house near beach & city center.,15819951,Arian,Wijk 12 Bomen- en Bloemenbuurt,Bomenbuurt,52.07945,4.27473,Entire home/apt,,5,27,2023-01-04,0.25,1,0,0,0518 CC8E DCC8 8044 B102
8929853,"100% comfort, Big room, Big bed, latex mattres",10076415,Oksana,Wijk 28 Centrum,Kortenbos,52.07881,4.30419,Private room,70,1,172,2024-10-05,1.56,3,365,13,0518 D5ED 6A83 4598 14E6
9123441,Pleasant place in City Center :),47532664,Rik,Wijk 28 Centrum,Zuidwal,52.07727,4.3081,Entire home/apt,100,2,23,2024-07-31,0.22,2,84,3,0518 F181 4B1E 26FD 6EB9
9520666,sunny apartment & roof terrace,49327611,Margriet,Wijk 18 Waldeck,Nieuw Waldeck,52.05706,4.24218,Entire home/apt,,2,7,2024-11-03,1.28,1,0,7,0518 4B0D 82E6 66AE 4A32
9601061,"Luxe appartement in Scheveningen, uitzicht op zee!",49688002,Raymond,Wijk 08 Duindorp,Duindorp,52.09054,4.25506,Entire home/apt,,4,61,2024-09-28,0.65,1,0,3,0518 E34B 6657 7430 E871
10098050,140 m2 Penthouse + 100 m2 Big Roof Terrace!,51820432,Sidney,Wijk 04 Benoordenhout,Arendsdorp,52.09222,4.31115,Entire home/apt,185,2,280,2024-11-22,2.63,3,171,35,Exempt
10383296,Spacious house near beach & centre,4231717,Frederique,Wijk 04 Benoordenhout,Waalsdorp,52.09825,4.32064,Entire home/apt,350,5,32,2024-01-03,0.30,1,330,1,0518 3B24 2EA0 8AAB C766
10428175,Townhouse nearby Beach perfect for families,2456431,Gerard,Wijk 04 Benoordenhout,Nassaubuurt,52.08978,4.31488,Entire home/apt,400,4,24,2024-08-02,0.23,1,111,3,0518 2D1A 4E56 C1D0 B84C
10534685,Appartement met keuken douche wc,54329141,Nienke,Wijk 19 Vruchtenbuurt,Vruchtenbuurt,52.07095,4.25894,Entire home/apt,72,2,168,2024-12-14,1.55,1,24,18,051855B7F3027DD3EAAE
10568512,Heerlijk ruim gezinshuis bij het strand,54482414,Marc,Wijk 02 Belgisch Park,Belgisch Park,52.11647,4.28808,Entire home/apt,,5,2,2023-08-09,0.05,2,0,0,0518 0EA9 7151 87D9 4CA2
10643739,Nice apartment + 2 balconies,2461943,Yvonne,Wijk 20 Valkenboskwartier,Valkenboskwartier,52.07387,4.27607,Entire home/apt,,2,131,2023-03-27,1.21,2,0,0,0518 378D 333E A76D 14E4
10874386,Big appartment close to city centre,56333618,Simon,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08566,4.3003,Entire home/apt,264,2,76,2024-08-17,0.70,1,361,4,051800B9B467C54C97DC
10915238,Large & bright design home 10min from beach & city,7096477,Roos & Daan,Wijk 20 Valkenboskwartier,Valkenboskwartier,52.07421,4.27586,Entire home/apt,200,5,2,2024-08-17,0.39,1,44,2,0518 174C D6EC D935 420D
10925788,4 floor luxury canal house + garden,25701423,Dirk-Jan,Wijk 29 Schildersbuurt,Schildersbuurt-Noord,52.07175,4.30619,Entire home/apt,,3,25,2024-07-19,0.23,1,0,1,0518B46C8D884ECE0FFB
11175229,B&B holiday beach room,33029414,Kasper,Wijk 08 Duindorp,Duindorp,52.08876,4.25779,Private room,70,2,86,2024-09-22,0.81,2,256,12,05187B92E2D898A91B60
11270594,"Private bedroom, Luxurious floor, Centre The Hague",58846614,Hannah,Wijk 26 Bezuidenhout,Bezuidenhout-Oost,52.08718,4.33572,Private room,62,2,180,2024-12-11,1.69,2,58,43,0518 6AA1 A11C 3BEE AO5E
11287635,Amazing Apartment on 38th floor 770,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.07059,4.32525,Entire home/apt,219,1,50,2024-01-08,0.47,20,272,1,Exempt
11290275,The Penthouse SkyStudio 29th floor 730,300966,Elwin,Wijk 27 Stationsbuurt,Huygenspark,52.0714845,4.3245868,Entire home/apt,196,1,253,2024-12-07,2.36,20,357,48,Exempt
11929901,"Arty, spacious, big garden and near beach&center",36247864,Katharina,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.08186,4.28071,Entire home/apt,225,3,2,2022-11-07,0.07,1,7,0,0518 6AD1 8FCE 08DA 42CD
11997962,Bali 21,32403658,Sophie,Wijk 23 Willemspark,Willemspark,52.08902,4.311,Private room,95,2,151,2024-09-30,1.46,1,141,16,0518DAA2AD934B784FAF
12037937,Whole upperfloor in Characteristic 1912 mansion,38630529,Monique,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.07999,4.27647,Private room,,2,178,2020-06-14,1.69,1,0,0,0518A36E1107E0A51A9A
12088420,Room in 19th century canal house,30712835,Annelies,Wijk 28 Centrum,Zuidwal,52.07353,4.30683,Private room,,21,76,2024-11-18,0.72,1,0,1,0518B46C8D884ECE0FFB
12162725,Historic House Scheveningen,65325022,Tonia,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10794,4.27468,Entire home/apt,140,7,55,2024-09-29,0.52,1,20,1,0518E31B93B1B34C8C78
12572074,near beach n city centre(s)- landmark marlot,4629358,Filine,Wijk 25 Mariahoeve en Marlot,Marlot,52.10133,4.36126,Entire home/apt,106,1,30,2021-08-15,0.29,1,172,0,0518 F3AD 9059 9352 5518
12598937,"Gezin, vrijstaand, onafhankelijk, strand",68361623,Karin,Wijk 15 Kijkduin en Ockenburgh,Ockenburgh,52.05769,4.20851,Entire home/apt,190,3,157,2024-12-14,1.52,2,254,21,Exempt
12721006,"Colourful spacious house with garden, near beach.",69166196,Sandra,Wijk 12 Bomen- en Bloemenbuurt,Bloemenbuurt-Oost,52.07748,4.26595,Entire home/apt,150,13,6,2024-08-16,0.08,1,20,1,0518 D659 773E A326 5362
12800986,"Cheap double room, fully equipped!!",69745734,Fred,Wijk 12 Bomen- en Bloemenbuurt,Bomenbuurt,52.07866,4.27268,Private room,43,1,795,2024-12-17,7.56,1,249,113,0518 866D 6F5C C241 B336
