id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31580359,Luxurious City Centre apartment,69066208,Alberto,Wijk 28 Centrum,Voorhout,52.08001,4.31707,Entire home/apt,121,4,139,2024-11-30,1.93,1,78,23,0518 F07A 6F8C A44A DA8A
31592685,Den Haag - city - beach - parks - dunes,7185041,Femke,Wijk 04 Benoordenhout,Waalsdorp,52.09978,4.3201,Entire home/apt,250,7,23,2024-08-24,0.33,1,54,4,0518 9DC8 422E 716F 0E70
31832696,Spacious bright city centre apartment,48797887,Roy,Wijk 28 Centrum,Zuidwal,52.07608,4.30918,Entire home/apt,,7,13,2024-08-13,0.19,1,0,2,0518 E11E 1938 9F06 4011
31850532,BizStay Harbour 28B,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.09821,4.2651,Hotel room,80000,1,1,2022-05-15,0.03,65,255,0,Exempt
31851842,BizStay Harbour 56C,405989,BizStay,Wijk 07 Scheveningen,Vissershaven,52.097,4.26416,Entire home/apt,80000,1,2,2022-08-27,0.05,65,337,0,Exempt
31919330,"Boutique appartement Den Haag, 2 bed, 2 bath",75627852,Gonny,Wijk 05 Archipelbuurt,Archipelbuurt,52.0914,4.30822,Entire home/apt,200,2,245,2024-12-11,3.43,1,196,27,05189A867A57134268E8
32175221,"Pleasant Cozy room near Beach, World Forum, OPCW",89688606,Eric,Wijk 09 Geuzen- en Statenkwartier,Statenkwartier,52.09716,4.28253,Private room,86,3,105,2024-01-01,1.48,6,362,1,0518 2A6F C1B8 DC7B FEF4
32177865,Scheveningen dichtbij het strand,108246093,Janneke,Wijk 07 Scheveningen,Oud Scheveningen,52.10272,4.27534,Entire home/apt,170,4,22,2024-08-10,0.32,1,20,3,05186B56112274662729
32181768,"Litehomeatsea Kijkduin, Beach houseThe Hague",142165809,Taco Franciscus Robert,Wijk 15 Kijkduin en Ockenburgh,Ockenburgh,52.063024,4.222714,Entire home/apt,395,7,1,2024-08-01,0.21,2,44,1,0518 776E 231A 768C 496B
32277060,"Modern Top Floor + Rooftop Terrace, 2 min to beach",242226713,Santos,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10712,4.27574,Entire home/apt,,2,172,2024-09-13,2.45,2,12,18,0518 6FDB 4FE5 FEFB 1C8A
32402191,A cozy retreat minutes from the beach,25509060,Travis,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10883,4.28255,Entire home/apt,,2,41,2023-09-24,0.58,2,0,0,0518 A3DE 31BD 8911 7EBA
32494114,OFFER Christmas Scheveningen 300m2 charming House,59550610,Isa & David,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10832,4.28225,Entire home/apt,366,5,6,2024-08-10,0.09,1,4,1,0518 17CA 27ED AC46 FFE5
32557959,Modern studio near Scheveningen beach,9165668,Robert,Wijk 07 Scheveningen,Scheveningen Badplaats,52.11128,4.28281,Entire home/apt,136,4,36,2024-08-11,0.51,32,334,2,Exempt
32558007,Modern apartment near Scheveningen beach,9165668,Robert,Wijk 07 Scheveningen,Rijslag,52.11133,4.28388,Entire home/apt,122,4,20,2024-11-03,0.29,32,355,5,Exempt
32679415,Nette kamer bij het strand,232806043,Anne Cato,Wijk 02 Belgisch Park,Belgisch Park,52.11273,4.29029,Private room,80,1,16,2024-08-30,2.34,1,204,16,0518 CA37 4853 BEAA 410A
32774545,"Appartement ""In het Duin""
nabij strand en duinen.",211167301,Marloes,Wijk 15 Kijkduin en Ockenburgh,Ockenburgh,52.04515,4.20398,Entire home/apt,110,1,276,2024-11-03,3.98,1,0,66,
32910623,Male couple rents bedroom with shared amenities,185224819,Kevinington,Wijk 19 Vruchtenbuurt,Vruchtenbuurt,52.06641,4.25255,Private room,70,1,170,2024-10-05,2.43,1,179,18,05181B92E380DFA8A4AE
32952139,Ideal family house at sea,54482414,Marc,Wijk 02 Belgisch Park,Belgisch Park,52.11399,4.28566,Entire home/apt,249,7,5,2022-08-13,0.08,2,50,0,0518 0EA9 7151 87D9 4CA2
33096536,Beautiful little fisherman’s house near the beach,94219567,Kimberley,Wijk 07 Scheveningen,Visserijbuurt,52.10319,4.28227,Entire home/apt,189,2,38,2023-10-05,0.57,1,4,0,0518 8382 D671 2C07 6F90
33125530,"Beach, culture and shops. What else do you want?",60051580,Eduard,Wijk 09 Geuzen- en Statenkwartier,Statenkwartier,52.0882,4.27798,Entire home/apt,319,2,42,2024-07-21,0.79,1,326,4,0518 F3D1 4108 05E2 6953
33164023,Beautiful familiy house with garden and seaview!,249699635,Familie Verhoeven,Wijk 02 Belgisch Park,Belgisch Park,52.11507,4.28616,Entire home/apt,385,3,15,2024-08-11,0.22,1,33,4,0518 D947 8C99 EB4A 031E
33218772,"Spacious room, quiet, not far from centre & beach",248169354,Agnes,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.08272,4.28517,Private room,70,2,124,2024-11-26,1.78,1,135,25,0518 2697 81F8 AD17 F820
33340915,Suite in B&B Villa Suisse a great luxuary B&B with nice garden close to the beach,2799091,Roelof,Wijk 02 Belgisch Park,Belgisch Park,52.11377,4.28599,Private room,160,1,21,2024-12-01,0.31,2,65,9,0518 6635 4A7A 63D6 4E56
33341125,Luxe Room in a great luxuary B&B with nice garden,2799091,Roelof,Wijk 02 Belgisch Park,Belgisch Park,52.11183,4.28644,Private room,137,1,47,2024-04-21,0.79,2,65,2,0518 6635 4A7A 63D6 4E56
33354967,Modern studio near Scheveningen beach,9165668,Robert,Wijk 07 Scheveningen,Rijslag,52.11083,4.28429,Entire home/apt,143,4,18,2024-03-03,0.27,32,348,1,Exempt
33397851,Nice &  cozy room in a nice apartment,251603297,Jaieno,Wijk 40 Wateringse Veld,Erasmus Veld,52.04148,4.28553,Private room,50,2,39,2024-12-02,0.62,1,85,16,0518 EF00 AC5A 4528 4B7B
33420536,Single room in cosy house.,30233643,Helen,Wijk 19 Vruchtenbuurt,Vruchtenbuurt,52.06619,4.25337,Private room,70,2,24,2024-10-01,0.35,1,267,6,Exempt
33465566,Perfect family house in quiet area The Haque,21073673,Hermiette,Wijk 04 Benoordenhout,Arendsdorp,52.09513,4.32074,Entire home/apt,,5,0,,,2,0,0,0518 25DE B459 80EB B47A
33500221,HarbourBeachHouse,227288732,Desi,Wijk 07 Scheveningen,Vissershaven,52.0926,4.26572,Entire home/apt,,2,5,2023-07-16,0.27,1,0,0,0518 05E1 1158 2AC8 4D9D
33523555,"Hosted by Wendy, City apartment",177701530,Hosted By Wendy,Wijk 28 Centrum,Kortenbos,52.07868,4.30145,Entire home/apt,170,4,42,2024-07-12,0.61,14,45,1,0518 CD47 B503 B7C3 4A4E
33541560,"Art Deco Townhouse with roof terrace, near beach",103454416,Barbara,Wijk 09 Geuzen- en Statenkwartier,Statenkwartier,52.09684,4.2827,Entire home/apt,240,3,29,2024-09-29,0.42,1,54,7,05189FD2A4DD3342090F
33732404,Light and spacious home from interior designer,10538644,Femke,Wijk 03 Westbroekpark en Duttendel,Duttendel,52.10659,4.30491,Entire home/apt,299,3,18,2024-08-20,0.27,1,241,6,0518 4A83 AEC0 D6A6 A4C7
33844291,Family house down town The Hague,226148199,W,Wijk 04 Benoordenhout,Nassaubuurt,52.08872,4.31541,Entire home/apt,191,6,2,2022-09-11,0.03,1,328,0,0518 A001 3FC1 5722 F9BB
33876755,Stylish studio between city center & the beach!,2583181,Maaike & Michiel,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.08073,4.28782,Entire home/apt,122,2,304,2024-11-11,4.40,2,240,27,0518 A348 6B62 5142 1807
33954755,Town house two minutes from Scheveningen beach,13814611,Titia,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10792,4.27696,Entire home/apt,,5,10,2024-08-10,0.15,1,0,1,0518 F2B7 A56F B60D 3B34
34050236,OFFER Jan'25  1p room in spacious modern house,11897813,Christina,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.08631,4.33542,Private room,69,5,14,2024-08-21,0.47,2,52,2,0518 A942 63FF E789 F234
34134192,Stylish One Bedroom Apartment for 4 persons with bath close to Central Station,248427955,Central Station Serviced Apartments,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07896,4.32341,Hotel room,111,1,8,2024-08-17,0.21,3,163,5,Exempt
34134774,Great One Bedroom Split Level Apartment for 4 persons close to Central Station,248427955,Central Station Serviced Apartments,Wijk 28 Centrum,Uilebomen,52.07745,4.3228,Hotel room,121,1,77,2024-11-17,1.13,3,276,23,Exempt
34206701,Cosy atmospheric renewed beach and city apartment,34896287,Maurits,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.0778,4.2846,Entire home/apt,85,2,109,2024-06-30,1.59,1,115,7,0518 6CB7 57B3 F4B8 4F99
34252414,Family house with garden close to the beach,17929590,Lieke,Wijk 04 Benoordenhout,Waalsdorp,52.09854,4.31241,Entire home/apt,,6,12,2024-08-10,0.18,1,0,3,0518 B931 E989 F7D9 EA34
34312629,The Hague City Center Studio Appartement Brand New,4126226,Rehan,Wijk 29 Schildersbuurt,Schildersbuurt-West,52.07269,4.29342,Entire home/apt,92,2,51,2024-12-10,0.76,1,330,17,0518 B4FB F3F6 124D 4E49
34393037,Charming 2nd Floor in Family Home+1 Free Parking,32275419,Tjitske & Sergio,Wijk 03 Westbroekpark en Duttendel,Duttendel,52.10922,4.30392,Private room,185,2,73,2024-09-01,1.08,1,357,6,051838D39DF28149B401
34474996,Het 33 - 41 m2 Cozy B&B - Museum quarter - Centre,124098478,Karin,Wijk 28 Centrum,Voorhout,52.08519,4.31146,Entire home/apt,135,1,28,2024-11-30,0.42,1,72,5,0518 77DD CBFC 107B 4303
34795697,Zilt Suite boutique AirBnB : beach/theatre/casino,100127374,V&D,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10829,4.28175,Private room,145,2,138,2024-11-17,2.07,2,279,13,0518 C52C 3E27 1445 8B02
34796345,Boutique AirBnB Zilt: beach/theatre/movie/casino,100127374,V&D,Wijk 07 Scheveningen,Rijslag,52.10797,4.28295,Private room,125,2,175,2024-11-10,2.60,2,277,24,0518 C52C 3E27 1445 8B02
34856034,Spacious apartment in hippest area of The Hague,7490376,Alexandra,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08183,4.29873,Entire home/apt,155,2,110,2024-12-19,1.98,1,170,17,Exempt
34862093,"Renovated appartment in the city, beach nearby.",262820288,Danielle,Wijk 20 Valkenboskwartier,Valkenboskwartier,52.07246,4.274,Entire home/apt,240,2,39,2023-09-11,0.58,1,51,0,05186AADBC4DC5DD49B5
35051892,Excellent appartement - quiet yet central,4410499,Johann,Wijk 27 Stationsbuurt,Huygenspark,52.07026,4.31756,Entire home/apt,,3,23,2024-08-31,0.35,1,0,3,0518 575B 009C 7AA6 4727
35227230,Spacious beachhouse (165 m2) with garden,153843271,Family,Wijk 02 Belgisch Park,Belgisch Park,52.10922,4.28959,Entire home/apt,209,2,133,2024-09-15,1.97,4,34,19,0518B986B111EA2E9642
35228436,Penthouse apartment near Scheveningen beach,9165668,Robert,Wijk 07 Scheveningen,Scheveningen Badplaats,52.11103,4.28319,Entire home/apt,81,4,27,2024-07-10,0.40,32,329,2,Exempt
35282757,Unique Ocean view beach apartment in Scheveningen,265631323,Christiaan,Wijk 07 Scheveningen,Oud Scheveningen,52.10384,4.26957,Entire home/apt,,5,18,2023-08-12,0.27,1,0,0,0518 BEB8 EDCF F4EE 47D5
35379554,Bungalow in vakantiepark bij strand van Den Haag,128900110,Guido Peter,Wijk 15 Kijkduin en Ockenburgh,Ockenburgh,52.05929,4.21209,Entire home/apt,250,2,30,2024-08-13,0.46,1,172,2,Exempt
35476343,Cosy family house next to Scheveningen Beach,21454850,Thijs,Wijk 07 Scheveningen,Rijslag,52.10757,4.28302,Entire home/apt,,5,11,2023-07-14,0.16,1,0,0,0518 243C 9EAA 4EE9 0314
35489115,Large Family House - walking distance to the Beach,85901893,Roland,Wijk 13 Vogelwijk,Vogelwijk,52.08028,4.25877,Entire home/apt,289,10,10,2024-08-11,0.15,1,74,2,0518 DDBF 03EE 8B08 352E
35500211,Mooi huis met fijne tuin in de buurt van strand,5319926,Joanne,Wijk 19 Vruchtenbuurt,Vruchtenbuurt,52.0686,4.25931,Entire home/apt,250,5,1,2023-08-07,0.06,1,25,0,0518 69E3 5A8A 79E5 4700
35756441,"Nice, cosy family house in The Hague city!",5862025,Mirjam,Wijk 31 Rustenburg en Oostbroek,Rustenburg,52.06317,4.27781,Entire home/apt,145,3,10,2024-08-03,0.15,1,20,2,051803AB92DC48B2DEA3
35939576,Shortstay apartment near the beach  62m2,14998655,Leo,Wijk 07 Scheveningen,Visserijbuurt,52.10413,4.2788,Entire home/apt,96,2,85,2024-11-20,1.27,1,281,18,Exempt
35940756,"Private room, luxurious floor, Central The Hague",58846614,Hannah,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.08545,4.33621,Private room,61,2,107,2024-11-03,1.62,2,54,22,05186AA1A11C3BEEAO5E
36019676,Top location in Scheveningen/The Hague,224798794,Kees,Wijk 13 Vogelwijk,Vogelwijk,52.08523,4.26408,Entire home/apt,100,3,116,2024-10-10,1.76,1,138,17,0518 C379 FE64 E359 2FFE
36023173,Stylish One Bedroom apartment for 4 persons at Noordeinde,261959318,Royal Palace Serviced Apartments,Wijk 28 Centrum,Zuidwal,52.07168,4.30025,Private room,137,1,16,2024-10-06,0.41,3,309,8,Exempt
36023452,Cosy one bedroom apartment for 2 guests at Noordeinde,261959318,Royal Palace Serviced Apartments,Wijk 29 Schildersbuurt,Schildersbuurt-Noord,52.06977,4.30187,Hotel room,142,1,7,2024-10-11,0.32,3,195,5,Exempt
36023548,Stylish two bedroom apartment suitable for 4 guests in the heart of The Hague,261959318,Royal Palace Serviced Apartments,Wijk 29 Schildersbuurt,Schildersbuurt-Noord,52.0707,4.3011,Hotel room,188,1,10,2024-05-05,0.51,3,29,5,Exempt
36161058,Modern apartment near Scheveningen beach,9165668,Robert,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10948,4.28247,Entire home/apt,120,4,14,2024-11-24,0.24,32,354,2,Exempt
36189740,Charming family house near the beach,8113368,Robert,Wijk 07 Scheveningen,Scheveningen Badplaats,52.11049,4.28013,Entire home/apt,,2,9,2022-06-22,0.14,1,0,0,0518 CE2F EFF4 054A E96C
36229305,Large familyhouse close to beach and city centre,43015842,Rogier,Wijk 26 Bezuidenhout,Bezuidenhout-Oost,52.0895,4.33859,Entire home/apt,395,5,4,2022-08-10,0.08,1,363,0,0518 E111 214C 8D38 6400
36252615,House near harbour and beach with a lovely garden.,272668082,Anna,Wijk 09 Geuzen- en Statenkwartier,Geuzenkwartier,52.09675,4.27179,Entire home/apt,,3,134,2024-07-02,2.06,1,0,13,0518 41C4 3A94 8DBE 12C6
36260980,CS - One Bedroom Apartment C,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07805,4.32643,Entire home/apt,138,2,53,2024-09-29,0.82,11,327,3,Exempt
36269414,Nice ground floor family apartment near the beach,272779647,Michael En Madelon,Wijk 20 Valkenboskwartier,Heesterbuurt,52.07306,4.26898,Entire home/apt,,3,17,2024-08-16,0.26,1,0,2,0518 3AEA 5356 990F 36B1
36349112,130 m2 familie huis tussen stad en zee met tuin,10590725,Jos,Wijk 21 Regentessekwartier,Rond de Energiecentrale,52.07263,4.28639,Entire home/apt,,4,13,2024-08-16,0.20,1,0,4,0518DDB5FA595F95DCB9
36375587,Big Classic Family Home near beach and the City,18913645,Stephanie,Wijk 05 Archipelbuurt,Archipelbuurt,52.09142,4.30368,Entire home/apt,258,6,12,2024-08-17,0.18,1,27,1,0518AD0256FD3271D270
36516498,Large family house in popular Zeeheldenkwartier,5104506,Mascha,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08335,4.29692,Entire home/apt,250,5,9,2024-08-25,0.14,1,51,2,0518 18E9 FEEF 5E37 FB8F
36516759,Unieke stadswoning in Hof Kwartier,274541775,Babette & Jeroen,Wijk 28 Centrum,Kortenbos,52.07742,4.3057,Entire home/apt,175,2,28,2024-12-08,0.43,1,43,12,0518 4641 95B5 5AD0 90E9
36581481,Clean chic cozy home in vibrant part of The Hague!,27115630,Kathi,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.07686,4.28392,Entire home/apt,,7,23,2024-08-17,0.35,1,1,6,0518B4624AC6A32BB763
36724148,Ultimate sleeping experience in the city centre,2817394,Ian,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.07928,4.29204,Private room,,1,258,2024-09-01,3.91,2,0,62,0518 5ACD E2BE 95EC 4A1D
36760385,Modern studio near Scheveningen beach,9165668,Robert,Wijk 07 Scheveningen,Rijslag,52.11122,4.28409,Entire home/apt,132,4,15,2024-05-04,0.23,32,328,1,Exempt
36899467,Beachhouse with garden near the sea(50m),198148996,Annelieke,Wijk 07 Scheveningen,Oud Scheveningen,52.10528,4.26992,Entire home/apt,96,3,13,2024-08-24,0.20,1,3,2,0518 FB9A 50C8 F40C 4CB8
37247410,#2 Walk to Central. Quiet clean &safe.Female only.,31232633,Cherlene,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.08369,4.33219,Private room,,2,10,2023-08-18,0.18,3,0,0,0518E0A0B7535C52A683
37268856,Stylish family home close to beach and city,139308269,Pepijn,Wijk 12 Bomen- en Bloemenbuurt,Bloemenbuurt-West,52.07101,4.25393,Entire home/apt,,7,8,2024-08-17,0.20,1,0,2,0518 66F0 2304 A327 9F5E
37322558,Ground floor appartment with garden near the beach,280960785,Anneleen,Wijk 13 Vogelwijk,Vogelwijk,52.08077,4.26033,Entire home/apt,,4,6,2024-08-16,0.36,1,0,5,0518 1EE5 6D41 B619 40BD
37338341,Something special; house at the park/near beach,6408712,David,Wijk 07 Scheveningen,Visserijbuurt,52.10403,4.28571,Entire home/apt,249,4,2,2023-08-13,0.07,1,363,0,0518 3C7E 6C6D E037 E87F
37389006,"5. Convenient, quiet, clean&safe. Female only.",31232633,Cherlene,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.08178,4.3334,Private room,,2,17,2023-08-31,0.32,3,0,0,0518E0A0B7535C52A683
37485626,Spectacular 200 sqm beach house!,9136029,Sander,Wijk 02 Belgisch Park,Belgisch Park,52.11233,4.28681,Entire home/apt,400,11,7,2024-08-24,0.11,1,11,2,0518 CEA7 4889 8872 BEA6
37607138,Den haag The Whole House Free Parking.,108851013,Teus,Wijk 25 Mariahoeve en Marlot,Landen,52.09604,4.3666,Entire home/apt,89,2,204,2024-11-10,3.27,1,60,37,0518745A2F31A6A55872
37621849,Central Studios - Two Bedroom Apartment,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07734,4.3261,Entire home/apt,148,2,20,2024-10-20,0.31,11,265,3,Exempt
37622773,CS - One Bedroom Apartment J,49695547,Roos,Wijk 26 Bezuidenhout,Bezuidenhout-West,52.07908,4.32689,Entire home/apt,134,2,6,2024-02-04,0.11,11,316,1,Exempt
37623206,CS - One Bedroom Apartment F,49695547,Roos,Wijk 26 Bezuidenhout,Bezuidenhout-West,52.07898,4.32703,Entire home/apt,129,2,22,2024-06-25,0.34,11,322,1,Exempt
37623454,CS - Big Studio with Balcony D,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07761,4.32646,Entire home/apt,124,2,9,2023-04-09,0.23,11,330,0,Exempt
37624434,CS - Big studio with Balcony E,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07697,4.3274,Entire home/apt,81,2,9,2024-09-02,0.21,11,312,4,Exempt
37625131,CS - Studio with Balcony G,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07793,4.3271,Entire home/apt,55,2,10,2024-08-26,0.16,11,354,5,Exempt
37625400,CS - Studio with Balcony H,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07717,4.32684,Entire home/apt,120,2,3,2024-01-05,0.05,11,333,1,Exempt
37625595,CS - Studio with Balcony L,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07736,4.32738,Entire home/apt,63,2,3,2023-12-30,0.23,11,325,1,Exempt
37626046,CS - Studio with Balcony K,49695547,Roos,Wijk 26 Bezuidenhout,Bezuidenhout-West,52.07868,4.32775,Entire home/apt,120,2,11,2024-07-26,0.18,11,290,4,Exempt
37626739,CS - Studio 85,49695547,Roos,Wijk 27 Stationsbuurt,Rivierenbuurt-Noord,52.07752,4.32701,Entire home/apt,121,2,4,2024-01-08,0.07,11,295,1,Exempt
37702780,"Perfect location to access city, beach & transport",17491676,Martina,Wijk 21 Regentessekwartier,Rond de Energiecentrale,52.07457,4.29607,Private room,70,2,28,2024-11-14,0.60,1,79,3,051802F64EF3AB261C66
37745096,"Near city center:New, spacious & private apartment",9758188,Umar,Wijk 29 Schildersbuurt,Schildersbuurt-Noord,52.06948,4.30695,Entire home/apt,,5,28,2024-08-15,0.44,1,0,2,0518 3B44 24D4 2C22 4A28
38086900,Studio for long stay,9165668,Robert,Wijk 07 Scheveningen,Rijslag,52.1103,4.28445,Entire home/apt,130,14,6,2021-12-14,0.10,32,365,0,Exempt
38666953,Spacious attic room in mansion on a stylish canal,295392175,Ewout,Wijk 28 Centrum,Zuidwal,52.07258,4.30486,Private room,90,1,103,2024-10-19,1.61,1,35,21,051835ACBAEEF43E7160
38787107,Spacious fishermans house with a private garden.,32564248,Reinier,Wijk 07 Scheveningen,Rijslag,52.10781,4.28621,Entire home/apt,,7,7,2024-08-19,0.11,1,0,1,0518 61FC D42C 1E90 8F91
38789730,Authentic Fisherman house close to the beach,39261274,Lotte,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10739,4.27454,Entire home/apt,150,2,19,2024-07-31,0.30,1,13,4,0518 B68A 8A86 2B88 D77B
38876758,"Light and Spacious 2 floor, 2 bedroom Apartment",44836385,Daan,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.07828,4.2875,Entire home/apt,,2,7,2020-09-18,0.12,1,0,0,0518 928E 5408 2082 4834
39314255,Full apartment with Separate bedroom Scheveningen,192734248,Dani,Wijk 07 Scheveningen,Scheveningen Badplaats,52.1096,4.27807,Entire home/apt,,7,14,2022-08-07,0.25,2,0,0,Exempt
39347008,Large house near the beach and theater,95708322,Leon,Wijk 02 Belgisch Park,Belgisch Park,52.11306,4.28977,Entire home/apt,,2,3,2023-04-23,0.09,1,0,0,0518 BAB3 5DA6 C8E1 5755
39516101,Modern townhouse in quaint neigborh close to beach,16084599,Tobias,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.07918,4.28403,Entire home/apt,300,3,16,2024-05-20,0.26,1,4,2,0518 930C B4C9 840E A6AD
39620905,Stylish apartment in the heart of The Hague center,53906238,Annemijn,Wijk 28 Centrum,Kortenbos,52.08042,4.30725,Entire home/apt,,5,5,2024-07-18,0.08,1,0,2,0518 A957 5CF1 51FA 9239
39646749,"Room in big apartment, spacious, clean and light!",16041209,Charlotte,Wijk 11 Duinoord,Stadhoudersplantsoen,52.08556,4.27928,Private room,100,5,3,2023-06-10,0.05,1,173,0,0518 AF12 5A22 DA45 4C73
39686085,Spacious Family Apartment (150m2),78661102,Jan-Jaap,Wijk 12 Bomen- en Bloemenbuurt,Bomenbuurt,52.07955,4.27132,Entire home/apt,223,5,8,2023-05-25,0.24,1,76,0,0518 125C 88D3 34EC C683
39808462,Apartment in between Peace Palace & Royal Stables,74770336,Ric,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08342,4.30107,Entire home/apt,249,2,94,2024-10-25,1.55,1,322,20,0518 E53A FCC8 F70B 1F72
40023230,Unieke accommodatie met eigen parkeerplaats,43183844,Yvonne,Wijk 04 Benoordenhout,Uilennest,52.09614,4.33406,Private room,95,2,154,2024-11-03,2.49,1,147,31,0518 7094 E432 5A7D F0C6
40275778,The Scheveningse Meisjes!,90041112,Vanessa,Wijk 07 Scheveningen,Scheveningen Badplaats,52.1096,4.27573,Entire home/apt,189,3,6,2024-09-01,0.41,1,83,5,0518 008A D925 DAB4 45E2
40317701,Light and cosy apartment,12669280,Liliana,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.08156,4.28699,Entire home/apt,170,3,22,2023-08-08,0.36,1,175,0,0518 9D54 6BFE B0D4 5BBF
40779059,Beachside Breeze,165372856,Andrew,Wijk 08 Duindorp,Duindorp,52.09191070000001,4.262542,Entire home/apt,400,5,3,2024-08-09,0.58,1,6,3,0518 E982 1560 5737 44DA
40793076,Scheveningen Beach Loft Golden Rays family,10239880,Lucas,Wijk 07 Scheveningen,Scheveningen Badplaats,52.1088,4.27656,Entire home/apt,91,1,202,2024-11-23,3.32,9,200,43,0518 0AB6 1057 BE1B B314
40812016,"Cozy home nearby The Hague market, Centre D Hague",317325388,Cicilia,Wijk 31 Rustenburg en Oostbroek,Oostbroek-Zuid,52.0653,4.28735,Private room,55,4,8,2024-06-29,0.14,1,89,1,Exempt
40814716,Gorgeous home for urban or outdoorsy adventures!,9626816,Alexander,Wijk 26 Bezuidenhout,Bezuidenhout-Midden,52.0796,4.33895,Entire home/apt,,2,2,2022-08-12,0.06,1,0,0,0518 93CA D020 C567 A906
40894957,Best of Scheveningen,38531421,Cristina,Wijk 02 Belgisch Park,Belgisch Park,52.11256,4.28611,Entire home/apt,80,2,172,2024-10-24,3.87,2,2,35,Exempt
40955727,Self contained apartment near The Hague centre,6155612,Marieke,Wijk 05 Archipelbuurt,Archipelbuurt,52.09069,4.30782,Private room,190,1,143,2024-11-16,2.56,1,132,39,0518 DFB2 7B23 8AB1 96D9
41003621,"Hidden Pearl of Schevening Beach ""The black swan""",10239880,Lucas,Wijk 07 Scheveningen,Scheveningen Badplaats,52.10775,4.27759,Entire home/apt,125,1,265,2024-12-13,4.36,9,270,60,0518 0AB6 1057 BE1B B314
41073052,Two bedroom appt. City Centre +parking+roofterrace,11590217,Marjon Wilhelmina,Wijk 28 Centrum,Kortenbos,52.08016,4.30399,Entire home/apt,131,1,136,2024-11-04,2.60,2,147,22,Exempt
41096507,Penthouse apartment near Scheveningen beach,9165668,Robert,Wijk 07 Scheveningen,Scheveningen Badplaats,52.11116,4.28376,Entire home/apt,121,4,12,2022-10-01,0.20,32,291,0,Exempt
41255030,Unique city villa The Hague/Scheveningen,9809842,Jozien,Wijk 11 Duinoord,Sweelinckplein en omgeving,52.07988,4.27818,Entire home/apt,,7,1,2022-07-18,0.03,1,0,0,0518 9A42 8CF4 2D03 99C6
41467362,"Authentic, spacious apartment close to city&beach",17587361,Rogier,Wijk 05 Archipelbuurt,Archipelbuurt,52.09188,4.30274,Entire home/apt,,4,7,2024-09-13,0.22,1,0,2,0518 2892 3514 91C3 482A
41523098,Stylish One Bedroom Apartment for 4 persons close to Central Station,248427955,Central Station Serviced Apartments,Wijk 28 Centrum,Uilebomen,52.07902,4.32281,Private room,116,1,51,2024-12-17,0.95,3,233,23,Exempt
41554533,Vrijstaand strandhuis in duinen met sauna en wifi,174942314,Ron En Eveline,Wijk 15 Kijkduin en Ockenburgh,Ockenburgh,52.0572,4.21198,Entire home/apt,200,7,9,2024-07-31,0.16,1,59,1,Exempt
41805060,Stylish flat in den Haag center,18731968,Hanna,Wijk 22 Zeeheldenkwartier,Zeeheldenkwartier,52.08221,4.29523,Entire home/apt,146,2,33,2024-12-16,1.24,1,48,20,0518 4503 FD47 5CCF 7ECD
42015191,Entire home in between the beach and city centre,112130171,Sanne,Wijk 21 Regentessekwartier,Koningsplein en omgeving,52.07692,4.28163,Entire home/apt,,5,5,2022-11-13,0.09,1,0,0,051853594476DBF84874
